Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
Santa Cruz,Corpen Aike,Puerto Santa Cruz,SATELITAL,78007020,2.0
Santa Cruz,Corpen Aike,Puerto Santa Cruz,WIRELESS,78007020,140.0
Santa Cruz,Deseado,Caleta Olivia,FIBRA OPTICA,78014010,5405.0
Santa Cruz,Deseado,Caleta Olivia,OTROS,78014010,1.0
Santa Cruz,Deseado,Caleta Olivia,SATELITAL,78014010,6.0
Santa Cruz,Deseado,Caleta Olivia,WIRELESS,78014010,460.0
Santa Cruz,Deseado,Cañadón Seco,FIBRA OPTICA,78014020,2.0
Santa Cruz,Deseado,Cañadón Seco,SATELITAL,78014020,2.0
Santa Cruz,Deseado,Cañadón Seco,WIRELESS,78014020,118.0
Santa Cruz,Deseado,Jaramillo,SATELITAL,78014040,1.0
Santa Cruz,Deseado,Las Heras,FIBRA OPTICA,78014060,5096.0
Santa Cruz,Deseado,Las Heras,OTROS,78014060,1.0
Santa Cruz,Deseado,Las Heras,SATELITAL,78014060,1.0
Santa Cruz,Deseado,Las Heras,WIRELESS,78014060,1168.0
Santa Cruz,Deseado,Pico Truncado,FIBRA OPTICA,78014070,2168.0
Santa Cruz,Deseado,Pico Truncado,OTROS,78014070,1.0
Santa Cruz,Deseado,Pico Truncado,SATELITAL,78014070,1.0
Santa Cruz,Deseado,Pico Truncado,WIRELESS,78014070,1276.0
Santa Cruz,Deseado,Puerto Deseado,ADSL,78014080,1437.0
Santa Cruz,Deseado,Puerto Deseado,DIAL UP,78014080,8.0
Santa Cruz,Deseado,Puerto Deseado,OTROS,78014080,1.0
Santa Cruz,Deseado,Puerto Deseado,SATELITAL,78014080,7.0
Santa Cruz,Güer Aike,28 de Noviembre,FIBRA OPTICA,78021060,10.0
Santa Cruz,Güer Aike,28 de Noviembre,OTROS,78021060,6.0
Santa Cruz,Güer Aike,28 de Noviembre,SATELITAL,78021060,1.0
Santa Cruz,Güer Aike,28 de Noviembre,WIRELESS,78021060,195.0
Santa Cruz,Güer Aike,El Turbio (Est. Gobernador Mayer),SATELITAL,78021010,2.0
Santa Cruz,Güer Aike,Río Gallegos,ADSL,78021040,2753.0
Santa Cruz,Güer Aike,Río Gallegos,CABLEMODEM,78021040,9984.0
Santa Cruz,Güer Aike,Río Gallegos,DIAL UP,78021040,164.0
Santa Cruz,Güer Aike,Río Gallegos,FIBRA OPTICA,78021040,23387.0
Santa Cruz,Güer Aike,Río Gallegos,OTROS,78021040,287.0
Santa Cruz,Güer Aike,Río Gallegos,SATELITAL,78021040,13.0
Santa Cruz,Güer Aike,Río Gallegos,WIRELESS,78021040,7098.0
Santa Cruz,Güer Aike,Yacimientos Río Turbio,ADSL,78021070,274.0
Santa Cruz,Güer Aike,Yacimientos Río Turbio,OTROS,78021070,1.0
Santa Cruz,Güer Aike,Yacimientos Río Turbio,SATELITAL,78021070,1.0
Santa Cruz,Lago Argentino,El Calafate,ADSL,78028010,1519.0
Santa Cruz,Lago Argentino,El Calafate,FIBRA OPTICA,78028010,6234.0
Santa Cruz,Lago Argentino,El Calafate,OTROS,78028010,2.0
Santa Cruz,Lago Argentino,El Calafate,SATELITAL,78028010,7.0
Santa Cruz,Lago Argentino,El Calafate,WIRELESS,78028010,357.0
Santa Cruz,Lago Argentino,El Chaltén,FIBRA OPTICA,78028020,420.0
Santa Cruz,Lago Argentino,El Chaltén,SATELITAL,78028020,1.0
Santa Cruz,Lago Argentino,El Chaltén,WIRELESS,78028020,2.0
Santa Cruz,Lago Argentino,Tres Lagos,FIBRA OPTICA,78028030,121.0
Santa Cruz,Lago Argentino,Tres Lagos,SATELITAL,78028030,3.0
Santa Cruz,Lago Argentino,Tres Lagos,WIRELESS,78028030,1.0
Santa Cruz,Lago Buenos Aires,Los Antiguos,DIAL UP,78035010,2.0
Santa Cruz,Lago Buenos Aires,Los Antiguos,OTROS,78035010,1.0
Santa Cruz,Lago Buenos Aires,Los Antiguos,SATELITAL,78035010,3.0
Santa Cruz,Lago Buenos Aires,Los Antiguos,WIRELESS,78035010,30.0
Santa Cruz,Lago Buenos Aires,Perito Moreno,CABLEMODEM,78035020,2600.0
Santa Cruz,Lago Buenos Aires,Perito Moreno,DIAL UP,78035020,6.0
Santa Cruz,Lago Buenos Aires,Perito Moreno,FIBRA OPTICA,78035020,652.0
Santa Cruz,Lago Buenos Aires,Perito Moreno,OTROS,78035020,101.0
Santa Cruz,Lago Buenos Aires,Perito Moreno,SATELITAL,78035020,4.0
Santa Cruz,Lago Buenos Aires,Perito Moreno,WIRELESS,78035020,13.0
Santa Cruz,Magallanes,Puerto San Julián,ADSL,78042010,690.0
Santa Cruz,Magallanes,Puerto San Julián,CABLEMODEM,78042010,1110.0
Santa Cruz,Magallanes,Puerto San Julián,DIAL UP,78042010,1.0
Santa Cruz,Magallanes,Puerto San Julián,FIBRA OPTICA,78042010,3073.0
Santa Cruz,Magallanes,Puerto San Julián,OTROS,78042010,1.0
Santa Cruz,Magallanes,Puerto San Julián,SATELITAL,78042010,7.0
Santa Cruz,Magallanes,Puerto San Julián,WIRELESS,78042010,114.0
Santa Cruz,Río Chico,Bajo Caracoles,SATELITAL,78049010,1.0
Santa Cruz,Río Chico,Gobernador Gregores,FIBRA OPTICA,78049020,159.0
Santa Cruz,Río Chico,Gobernador Gregores,OTROS,78049020,1.0
Santa Cruz,Río Chico,Gobernador Gregores,SATELITAL,78049020,4.0
Santa Cruz,Río Chico,Gobernador Gregores,WIRELESS,78049020,9.0
Santa Fe,9 de Julio,Esteban Rams,SATELITAL,82077010,2.0
Santa Fe,9 de Julio,Esteban Rams,WIRELESS,82077010,35.0
Santa Fe,9 de Julio,Gato Colorado,SATELITAL,82077020,4.0
Santa Fe,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),SATELITAL,82077030,3.0
Santa Fe,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),WIRELESS,82077030,144.0
Santa Fe,9 de Julio,Logroño,ADSL,82077040,1.0
Santa Fe,9 de Julio,Logroño,WIRELESS,82077040,47.0
Santa Fe,9 de Julio,Montefiore,SATELITAL,82077050,1.0
Santa Fe,9 de Julio,Montefiore,WIRELESS,82077050,17.0
Santa Fe,9 de Julio,Pozo Borrado,WIRELESS,82077060,127.0
Santa Fe,9 de Julio,San Bernardo,WIRELESS,82077065,109.0
Santa Fe,9 de Julio,Santa Margarita,SATELITAL,82077070,5.0
Santa Fe,9 de Julio,Santa Margarita,WIRELESS,82077070,96.0
Santa Fe,9 de Julio,Tostado,ADSL,82077080,1328.0
Santa Fe,9 de Julio,Tostado,CABLEMODEM,82077080,6.0
Santa Fe,9 de Julio,Tostado,SATELITAL,82077080,2.0
Santa Fe,9 de Julio,Tostado,WIRELESS,82077080,1752.0
Santa Fe,9 de Julio,Villa Minetti,SATELITAL,82077090,5.0
Santa Fe,9 de Julio,Villa Minetti,WIRELESS,82077090,264.0
Santa Fe,Belgrano,Armstrong,ADSL,82007010,280.0
Santa Fe,Belgrano,Armstrong,FIBRA OPTICA,82007010,152.0
Santa Fe,Belgrano,Armstrong,WIRELESS,82007010,403.0
Santa Fe,Belgrano,Bouquet,ADSL,82007020,406.0
Santa Fe,Belgrano,Bouquet,FIBRA OPTICA,82007020,144.0
Santa Fe,Belgrano,Bouquet,WIRELESS,82007020,1.0
Santa Fe,Belgrano,Las Parejas,ADSL,82007030,200.0
Santa Fe,Belgrano,Las Parejas,FIBRA OPTICA,82007030,2462.0
Santa Fe,Belgrano,Las Parejas,WIRELESS,82007030,124.0
Santa Fe,Belgrano,Las Rosas,ADSL,82007040,927.0
Santa Fe,Belgrano,Las Rosas,CABLEMODEM,82007040,2040.0
Santa Fe,Belgrano,Las Rosas,FIBRA OPTICA,82007040,1110.0
Santa Fe,Belgrano,Las Rosas,WIRELESS,82007040,51.0
Santa Fe,Belgrano,Montes de Oca,ADSL,82007050,585.0
Santa Fe,Belgrano,Montes de Oca,FIBRA OPTICA,82007050,615.0
Santa Fe,Belgrano,Montes de Oca,OTROS,82007050,168.0
Santa Fe,Belgrano,Montes de Oca,SATELITAL,82007050,1.0
Santa Fe,Belgrano,Montes de Oca,WIRELESS,82007050,61.0
Santa Fe,Belgrano,Tortugas,ADSL,82007060,118.0
Santa Fe,Belgrano,Tortugas,CABLEMODEM,82007060,528.0
Santa Fe,Belgrano,Tortugas,SATELITAL,82007060,1.0
Santa Fe,Caseros,Arequito,ADSL,82014010,31.0
Santa Fe,Caseros,Arequito,CABLEMODEM,82014010,2241.0
Santa Fe,Caseros,Arequito,WIRELESS,82014010,8.0
Santa Fe,Caseros,Arteaga,ADSL,82014020,41.0
Santa Fe,Caseros,Arteaga,CABLEMODEM,82014020,868.0
Santa Fe,Caseros,Arteaga,WIRELESS,82014020,83.0
Santa Fe,Caseros,Beravebú,WIRELESS,82014030,360.0
Santa Fe,Caseros,Bigand,ADSL,82014040,372.0
Santa Fe,Caseros,Bigand,CABLEMODEM,82014040,1255.0
Santa Fe,Caseros,Bigand,WIRELESS,82014040,19.0
Santa Fe,Caseros,Casilda,ADSL,82014050,1829.0
Santa Fe,Caseros,Casilda,CABLEMODEM,82014050,2191.0
Santa Fe,Caseros,Casilda,FIBRA OPTICA,82014050,5046.0
Santa Fe,Caseros,Casilda,WIRELESS,82014050,1915.0
Santa Fe,Caseros,Chabás,ADSL,82014060,1010.0
Santa Fe,Caseros,Chabás,FIBRA OPTICA,82014060,620.0
Santa Fe,Caseros,Chabás,WIRELESS,82014060,32.0
Santa Fe,Caseros,Chañar Ladeado,ADSL,82014070,27.0
Santa Fe,Caseros,Chañar Ladeado,CABLEMODEM,82014070,522.0
Santa Fe,Caseros,Chañar Ladeado,FIBRA OPTICA,82014070,862.0
Santa Fe,Caseros,Gödeken,CABLEMODEM,82014080,531.0
Santa Fe,Caseros,Gödeken,FIBRA OPTICA,82014080,1.0
Santa Fe,Caseros,Los Molinos,ADSL,82014090,13.0
Santa Fe,Caseros,Los Molinos,CABLEMODEM,82014090,507.0
Santa Fe,Caseros,Los Molinos,WIRELESS,82014090,8.0
Santa Fe,Caseros,Los Nogales,CABLEMODEM,82014100,44.0
Santa Fe,Caseros,Los Quirquinchos,OTROS,82014110,3.0
Santa Fe,Caseros,Los Quirquinchos,WIRELESS,82014110,828.0
Santa Fe,Caseros,San José de la Esquina,ADSL,82014120,49.0
Santa Fe,Caseros,San José de la Esquina,CABLEMODEM,82014120,1976.0
Santa Fe,Caseros,San José de la Esquina,WIRELESS,82014120,2.0
Santa Fe,Caseros,Sanford,ADSL,82014130,12.0
Santa Fe,Caseros,Sanford,FIBRA OPTICA,82014130,499.0
Santa Fe,Caseros,Villada,ADSL,82014140,62.0
Santa Fe,Caseros,Villada,CABLEMODEM,82014140,1.0
Santa Fe,Caseros,Villada,WIRELESS,82014140,4.0
Santa Fe,Castellanos,Aldao (Est. Casablanca),ADSL,82021010,17.0
Santa Fe,Castellanos,Aldao (Est. Casablanca),FIBRA OPTICA,82021010,678.0
Santa Fe,Castellanos,Aldao (Est. Casablanca),WIRELESS,82021010,54.0
Santa Fe,Castellanos,Angélica,ADSL,82021020,251.0
Santa Fe,Castellanos,Angélica,FIBRA OPTICA,82021020,356.0
Santa Fe,Castellanos,Angélica,WIRELESS,82021020,6.0
Santa Fe,Castellanos,Ataliva,ADSL,82021030,9.0
Santa Fe,Castellanos,Ataliva,CABLEMODEM,82021030,10.0
Santa Fe,Castellanos,Ataliva,FIBRA OPTICA,82021030,413.0
Santa Fe,Castellanos,Ataliva,WIRELESS,82021030,202.0
Santa Fe,Castellanos,Aurelia,WIRELESS,82021040,4.0
Santa Fe,Castellanos,Bauer y Sigel,ADSL,82021060,0.0
Santa Fe,Castellanos,Bauer y Sigel,WIRELESS,82021060,0.0
Santa Fe,Castellanos,Bella Italia,ADSL,82021070,14.0
Santa Fe,Castellanos,Bella Italia,CABLEMODEM,82021070,316.0
Santa Fe,Castellanos,Bella Italia,FIBRA OPTICA,82021070,2.0
Santa Fe,Castellanos,Bella Italia,WIRELESS,82021070,4.0
Santa Fe,Castellanos,Castellanos,CABLEMODEM,82021080,1.0
Santa Fe,Castellanos,Castellanos,WIRELESS,82021080,5.0
Santa Fe,Castellanos,Colonia Bicha,ADSL,82021090,72.0
Santa Fe,Castellanos,Colonia Bicha,FIBRA OPTICA,82021090,72.0
Santa Fe,Castellanos,Colonia Bicha,WIRELESS,82021090,47.0
Santa Fe,Castellanos,Colonia Cello,WIRELESS,82021100,29.0
Santa Fe,Castellanos,Colonia Margarita,CABLEMODEM,82021110,13.0
Santa Fe,Castellanos,Colonia Margarita,WIRELESS,82021110,2.0
Santa Fe,Castellanos,Colonia Raquel,ADSL,82021120,31.0
Santa Fe,Castellanos,Colonia Raquel,FIBRA OPTICA,82021120,31.0
Santa Fe,Castellanos,Colonia Raquel,WIRELESS,82021120,60.0
Santa Fe,Castellanos,Coronel Fraga,WIRELESS,82021130,49.0
Santa Fe,Castellanos,Esmeralda,CABLEMODEM,82021150,82.0
Santa Fe,Castellanos,Estación Clucellas,CABLEMODEM,82021160,179.0
Santa Fe,Castellanos,Estación Clucellas,WIRELESS,82021160,4.0
Santa Fe,Castellanos,Estación Saguier,CABLEMODEM,82021170,11.0
Santa Fe,Castellanos,Estación Saguier,WIRELESS,82021170,3.0
Santa Fe,Castellanos,Eusebia y Carolina,ADSL,82021180,27.0
Santa Fe,Castellanos,Eusebia y Carolina,FIBRA OPTICA,82021180,190.0
Santa Fe,Castellanos,Eusebia y Carolina,WIRELESS,82021180,41.0
Santa Fe,Castellanos,Eustolia,WIRELESS,82021190,4.0
Santa Fe,Castellanos,Frontera,FIBRA OPTICA,82021200,62.0
Santa Fe,Castellanos,Humberto Primo,ADSL,82021220,167.0
Santa Fe,Castellanos,Humberto Primo,CABLEMODEM,82021220,50.0
Santa Fe,Castellanos,Humberto Primo,FIBRA OPTICA,82021220,49.0
Santa Fe,Castellanos,Humberto Primo,WIRELESS,82021220,268.0
Santa Fe,Castellanos,Josefina,ADSL,82021230,10.0
Santa Fe,Castellanos,Josefina,CABLEMODEM,82021230,77.0
Santa Fe,Castellanos,Josefina,WIRELESS,82021230,1.0
Santa Fe,Castellanos,Lehmann,ADSL,82021240,149.0
Santa Fe,Castellanos,Lehmann,CABLEMODEM,82021240,342.0
Santa Fe,Castellanos,Lehmann,FIBRA OPTICA,82021240,152.0
Santa Fe,Castellanos,Lehmann,WIRELESS,82021240,0.0
Santa Fe,Castellanos,María Juana,ADSL,82021250,561.0
Santa Fe,Castellanos,María Juana,FIBRA OPTICA,82021250,987.0
Santa Fe,Castellanos,María Juana,WIRELESS,82021250,145.0
Santa Fe,Castellanos,Plaza Clucellas,ADSL,82021270,33.0
Santa Fe,Castellanos,Plaza Clucellas,CABLEMODEM,82021270,283.0
Santa Fe,Castellanos,Plaza Saguier,CABLEMODEM,82021280,51.0
Santa Fe,Castellanos,Presidente Roca,CABLEMODEM,82021290,137.0
Santa Fe,Castellanos,Presidente Roca,FIBRA OPTICA,82021290,1.0
Santa Fe,Castellanos,Presidente Roca,WIRELESS,82021290,5.0
Santa Fe,Castellanos,Pueblo Marini,WIRELESS,82021300,11.0
Santa Fe,Castellanos,Rafaela,ADSL,82021310,1932.0
Santa Fe,Castellanos,Rafaela,CABLEMODEM,82021310,22892.0
Santa Fe,Castellanos,Rafaela,FIBRA OPTICA,82021310,4247.0
Santa Fe,Castellanos,Rafaela,OTROS,82021310,6.0
Santa Fe,Castellanos,Rafaela,SATELITAL,82021310,2.0
Santa Fe,Castellanos,Rafaela,WIRELESS,82021310,1497.0
Santa Fe,Castellanos,Ramona,ADSL,82021320,1.0
Santa Fe,Castellanos,Ramona,WIRELESS,82021320,327.0
Santa Fe,Castellanos,San Antonio,CABLEMODEM,82021330,10.0
Santa Fe,Castellanos,San Antonio,WIRELESS,82021330,59.0
Santa Fe,Castellanos,San Vicente,ADSL,82021340,770.0
Santa Fe,Castellanos,San Vicente,CABLEMODEM,82021340,1431.0
Santa Fe,Castellanos,San Vicente,WIRELESS,82021340,42.0
Santa Fe,Castellanos,Santa Clara de Saguier,ADSL,82021350,12.0
Santa Fe,Castellanos,Santa Clara de Saguier,CABLEMODEM,82021350,107.0
Santa Fe,Castellanos,Santa Clara de Saguier,WIRELESS,82021350,218.0
Santa Fe,Castellanos,Sunchales,ADSL,82021360,685.0
Santa Fe,Castellanos,Sunchales,CABLEMODEM,82021360,21.0
Santa Fe,Castellanos,Sunchales,DIAL UP,82021360,1.0
Santa Fe,Castellanos,Sunchales,FIBRA OPTICA,82021360,6852.0
Santa Fe,Castellanos,Sunchales,WIRELESS,82021360,102.0
Santa Fe,Castellanos,Susana,FIBRA OPTICA,82021370,378.0
Santa Fe,Castellanos,Susana,WIRELESS,82021370,78.0
Santa Fe,Castellanos,Tacural,ADSL,82021380,437.0
Santa Fe,Castellanos,Tacural,FIBRA OPTICA,82021380,494.0
Santa Fe,Castellanos,Tacural,WIRELESS,82021380,124.0
Santa Fe,Castellanos,Vila,ADSL,82021390,419.0
Santa Fe,Castellanos,Villa San José,CABLEMODEM,82021410,53.0
Santa Fe,Castellanos,Villa San José,WIRELESS,82021410,31.0
Santa Fe,Castellanos,Virginia,WIRELESS,82021420,7.0
Santa Fe,Castellanos,Zenón Pereyra,CABLEMODEM,82021430,53.0
Santa Fe,Constitución,Alcorta,ADSL,82028010,162.0
Santa Fe,Constitución,Alcorta,CABLEMODEM,82028010,1338.0
Santa Fe,Constitución,Alcorta,FIBRA OPTICA,82028010,477.0
Santa Fe,Constitución,Alcorta,WIRELESS,82028010,530.0
Santa Fe,Constitución,Bombal,ADSL,82028040,180.0
Santa Fe,Constitución,Bombal,CABLEMODEM,82028040,117.0
Santa Fe,Constitución,Bombal,FIBRA OPTICA,82028040,740.0
Santa Fe,Constitución,Bombal,OTROS,82028040,4.0
Santa Fe,Constitución,Bombal,WIRELESS,82028040,8.0
Santa Fe,Constitución,Cepeda,FIBRA OPTICA,82028060,87.0
Santa Fe,Constitución,Empalme Villa Constitución,ADSL,82028070,231.0
Santa Fe,Constitución,General Gelly,ADSL,82028090,189.0
Santa Fe,Constitución,General Gelly,WIRELESS,82028090,4.0
Santa Fe,Constitución,Godoy,FIBRA OPTICA,82028100,152.0
Santa Fe,Constitución,Godoy,WIRELESS,82028100,141.0
Santa Fe,Constitución,Juan B. Molina,ADSL,82028110,350.0
Santa Fe,Constitución,Juan B. Molina,FIBRA OPTICA,82028110,251.0
Santa Fe,Constitución,Juan B. Molina,WIRELESS,82028110,1.0
Santa Fe,Constitución,Juncal,ADSL,82028120,256.0
Santa Fe,Constitución,Juncal,FIBRA OPTICA,82028120,1.0
Santa Fe,Constitución,Juncal,WIRELESS,82028120,37.0
Santa Fe,Constitución,La Vanguardia,FIBRA OPTICA,82028130,140.0
Santa Fe,Constitución,Máximo Paz (Est. Paz),ADSL,82028140,109.0
Santa Fe,Constitución,Máximo Paz (Est. Paz),CABLEMODEM,82028140,52.0
Santa Fe,Constitución,Máximo Paz (Est. Paz),FIBRA OPTICA,82028140,1.0
Santa Fe,Constitución,Máximo Paz (Est. Paz),WIRELESS,82028140,137.0
Santa Fe,Constitución,Pavón,ADSL,82028150,51.0
Santa Fe,Constitución,Pavón Arriba,CABLEMODEM,82028160,57.0
Santa Fe,Constitución,Pavón Arriba,FIBRA OPTICA,82028160,525.0
Santa Fe,Constitución,Pavón Arriba,WIRELESS,82028160,29.0
Santa Fe,Constitución,Peyrano,CABLEMODEM,82028170,857.0
Santa Fe,Constitución,Rueda,WIRELESS,82028180,197.0
Santa Fe,Constitución,Santa Teresa,ADSL,82028190,8.0
Santa Fe,Constitución,Santa Teresa,CABLEMODEM,82028190,56.0
Santa Fe,Constitución,Santa Teresa,FIBRA OPTICA,82028190,625.0
Santa Fe,Constitución,Santa Teresa,WIRELESS,82028190,90.0
Santa Fe,Constitución,Sargento Cabral,FIBRA OPTICA,82028200,363.0
Santa Fe,Constitución,Sargento Cabral,WIRELESS,82028200,102.0
Santa Fe,Constitución,Stephenson,FIBRA OPTICA,82028210,14.0
Santa Fe,Constitución,Villa Constitución,ADSL,82028230,980.0
Santa Fe,Constitución,Villa Constitución,CABLEMODEM,82028230,2209.0
Santa Fe,Constitución,Villa Constitución,FIBRA OPTICA,82028230,4970.0
Santa Fe,Constitución,Villa Constitución,WIRELESS,82028230,448.0
Santa Fe,Garay,Cayastá,WIRELESS,82035010,449.0
Santa Fe,Garay,Helvecia,CABLEMODEM,82035020,440.0
Santa Fe,Garay,Helvecia,WIRELESS,82035020,230.0
Santa Fe,Garay,Los Zapallos,CABLEMODEM,82035030,67.0
Santa Fe,Garay,Los Zapallos,OTROS,82035030,67.0
Santa Fe,Garay,Saladero Mariano Cabal,WIRELESS,82035040,64.0
Santa Fe,Garay,Santa Rosa de Calchines,ADSL,82035050,50.0
Santa Fe,Garay,Santa Rosa de Calchines,CABLEMODEM,82035050,941.0
Santa Fe,General López,Aarón Castellanos (Est. Castellanos),WIRELESS,82042010,36.0
Santa Fe,General López,Amenábar,ADSL,82042020,120.0
Santa Fe,General López,Amenábar,WIRELESS,82042020,101.0
Santa Fe,General López,Cafferata,ADSL,82042030,246.0
Santa Fe,General López,Cafferata,FIBRA OPTICA,82042030,1.0
Santa Fe,General López,Cañada del Ucle,ADSL,82042040,214.0
Santa Fe,General López,Cañada del Ucle,FIBRA OPTICA,82042040,53.0
Santa Fe,General López,Carmen,OTROS,82042050,40.0
Santa Fe,General López,Carmen,WIRELESS,82042050,101.0
Santa Fe,General López,Carreras,CABLEMODEM,82042060,1.0
Santa Fe,General López,Carreras,WIRELESS,82042060,279.0
Santa Fe,General López,Chapuy,CABLEMODEM,82042070,1.0
Santa Fe,General López,Chovet,CABLEMODEM,82042080,1.0
Santa Fe,General López,Chovet,SATELITAL,82042080,1.0
Santa Fe,General López,Christophersen,FIBRA OPTICA,82042090,15.0
Santa Fe,General López,Christophersen,WIRELESS,82042090,78.0
Santa Fe,General López,Diego de Alvear,ADSL,82042100,206.0
Santa Fe,General López,Diego de Alvear,FIBRA OPTICA,82042100,64.0
Santa Fe,General López,Diego de Alvear,WIRELESS,82042100,108.0
Santa Fe,General López,Elortondo,ADSL,82042110,416.0
Santa Fe,General López,Elortondo,CABLEMODEM,82042110,1290.0
Santa Fe,General López,Elortondo,WIRELESS,82042110,91.0
Santa Fe,General López,Firmat,ADSL,82042120,60.0
Santa Fe,General López,Firmat,CABLEMODEM,82042120,1285.0
Santa Fe,General López,Firmat,FIBRA OPTICA,82042120,3774.0
Santa Fe,General López,Firmat,WIRELESS,82042120,2.0
Santa Fe,General López,Hughes,FIBRA OPTICA,82042130,1423.0
Santa Fe,General López,Hughes,WIRELESS,82042130,6.0
Santa Fe,General López,La Chispa,WIRELESS,82042140,71.0
Santa Fe,General López,Labordeboy,ADSL,82042150,217.0
Santa Fe,General López,Maggiolo,ADSL,82042170,78.0
Santa Fe,General López,Maggiolo,OTROS,82042170,1.0
Santa Fe,General López,Maggiolo,WIRELESS,82042170,50.0
Santa Fe,General López,María Teresa,ADSL,82042180,10.0
Santa Fe,General López,María Teresa,CABLEMODEM,82042180,1042.0
Santa Fe,General López,María Teresa,FIBRA OPTICA,82042180,50.0
Santa Fe,General López,María Teresa,OTROS,82042180,1.0
Santa Fe,General López,María Teresa,WIRELESS,82042180,30.0
Santa Fe,General López,Melincué (Est. San Urbano),WIRELESS,82042190,203.0
Santa Fe,General López,Miguel Torres,CABLEMODEM,82042200,1.0
Santa Fe,General López,Murphy,FIBRA OPTICA,82042210,717.0
Santa Fe,General López,Rufino,ADSL,82042220,280.0
Santa Fe,General López,Rufino,CABLEMODEM,82042220,13.0
Santa Fe,General López,Rufino,FIBRA OPTICA,82042220,7318.0
Santa Fe,General López,San Eduardo,ADSL,82042230,134.0
Santa Fe,General López,San Eduardo,FIBRA OPTICA,82042230,196.0
Santa Fe,General López,San Francisco de Santa Fe,FIBRA OPTICA,82042240,45.0
Santa Fe,General López,San Francisco de Santa Fe,SATELITAL,82042240,1.0
Santa Fe,General López,San Gregorio,ADSL,82042250,43.0
Santa Fe,General López,San Gregorio,FIBRA OPTICA,82042250,1013.0
Santa Fe,General López,San Gregorio,WIRELESS,82042250,118.0
Santa Fe,General López,Sancti Spiritu,ADSL,82042260,185.0
Santa Fe,General López,Sancti Spiritu,FIBRA OPTICA,82042260,382.0
Santa Fe,General López,Sancti Spiritu,SATELITAL,82042260,1.0
Santa Fe,General López,Sancti Spiritu,WIRELESS,82042260,564.0
Santa Fe,General López,Santa Isabel,ADSL,82042270,97.0
Santa Fe,General López,Santa Isabel,FIBRA OPTICA,82042270,1336.0
Santa Fe,General López,Santa Isabel,SATELITAL,82042270,1.0
Santa Fe,General López,Teodelina,CABLEMODEM,82042280,935.0
Santa Fe,General López,Teodelina,WIRELESS,82042280,167.0
Santa Fe,General López,Venado Tuerto,ADSL,82042290,770.0
Santa Fe,General López,Venado Tuerto,CABLEMODEM,82042290,22998.0
Santa Fe,General López,Venado Tuerto,FIBRA OPTICA,82042290,1732.0
Santa Fe,General López,Venado Tuerto,OTROS,82042290,380.0
Santa Fe,General López,Venado Tuerto,WIRELESS,82042290,5.0
Santa Fe,General López,Villa Cañás,ADSL,82042300,291.0
Santa Fe,General López,Villa Cañás,CABLEMODEM,82042300,1195.0
Santa Fe,General López,Villa Cañás,FIBRA OPTICA,82042300,1365.0
Santa Fe,General López,Villa Cañás,OTROS,82042300,4.0
Santa Fe,General López,Villa Cañás,WIRELESS,82042300,124.0
Santa Fe,General López,Wheelwright,CABLEMODEM,82042310,1433.0
Santa Fe,General López,Wheelwright,FIBRA OPTICA,82042310,1.0
Santa Fe,General López,Wheelwright,SATELITAL,82042310,1.0
Santa Fe,General López,Wheelwright,WIRELESS,82042310,11.0
Santa Fe,General Obligado,Arroyo Ceibal,WIRELESS,82049010,108.0
Santa Fe,General Obligado,Avellaneda (Est. Ewald),ADSL,82049020,2.0
Santa Fe,General Obligado,Avellaneda (Est. Ewald),CABLEMODEM,82049020,3.0
Santa Fe,General Obligado,Avellaneda (Est. Ewald),FIBRA OPTICA,82049020,4012.0
Santa Fe,General Obligado,Avellaneda (Est. Ewald),OTROS,82049020,750.0
Santa Fe,General Obligado,Avellaneda (Est. Ewald),WIRELESS,82049020,1141.0
Santa Fe,General Obligado,Berna,OTROS,82049030,10.0
Santa Fe,General Obligado,Berna,WIRELESS,82049030,48.0
Santa Fe,General Obligado,El Araza,WIRELESS,82049040,126.0
Santa Fe,General Obligado,El Rabón,CABLEMODEM,82049050,65.0
Santa Fe,General Obligado,El Rabón,SATELITAL,82049050,1.0
Santa Fe,General Obligado,El Rabón,WIRELESS,82049050,116.0
Santa Fe,General Obligado,Florencia,ADSL,82049060,239.0
Santa Fe,General Obligado,Florencia,CABLEMODEM,82049060,136.0
Santa Fe,General Obligado,Florencia,SATELITAL,82049060,1.0
Santa Fe,General Obligado,Florencia,WIRELESS,82049060,184.0
Santa Fe,General Obligado,Guadalupe Norte,ADSL,82049070,70.0
Santa Fe,General Obligado,Ingeniero Chanourdie,SATELITAL,82049080,1.0
Santa Fe,General Obligado,Ingeniero Chanourdie,WIRELESS,82049080,85.0
Santa Fe,General Obligado,La Isleta,SATELITAL,82049090,1.0
Santa Fe,General Obligado,La Sarita,WIRELESS,82049100,85.0
Santa Fe,General Obligado,Lanteri,WIRELESS,82049110,300.0
Santa Fe,General Obligado,Las Garzas,ADSL,82049120,73.0
Santa Fe,General Obligado,Las Toscas,ADSL,82049130,455.0
Santa Fe,General Obligado,Las Toscas,CABLEMODEM,82049130,1045.0
Santa Fe,General Obligado,Las Toscas,FIBRA OPTICA,82049130,255.0
Santa Fe,General Obligado,Las Toscas,SATELITAL,82049130,1.0
